,Unnamed: 0,red_fighter_name,blue_fighter_name,event_date,red_fighter_nickname,blue_fighter_nickname,red_fighter_result,blue_fighter_result,method,round,time,time_format,referee,details,bout_type,bonus,event_name,event_location,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str,blue_fighter_sig_str,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_total_str,blue_fighter_total_str,red_fighter_TD,blue_fighter_TD,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head,blue_fighter_sig_str_head,red_fighter_sig_str_body,blue_fighter_sig_str_body,red_fighter_sig_str_leg,blue_fighter_sig_str_leg,red_fighter_sig_str_distance,blue_fighter_sig_str_distance,red_fighter_sig_str_clinch,blue_fighter_sig_str_clinch,red_fighter_sig_str_ground,blue_fighter_sig_str_ground,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_fighter_total_pts,blue_fighter_total_pts,red_nickname,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_reach_in_cm,red_stance,red_date_of_birth,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_nickname,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_weight_in_kg,blue_reach_in_cm,blue_stance,blue_date_of_birth,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes
1801,1783,LOMA LOOKBOONMEE,SAM HUGHES,01/05/2021,-,Sampage,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Dave Hagen 28 - 29. Junichiro Kamijo 28 - 29.,Women's Strawweight Bout,-,UFC Fight Night: Reyes vs. Prochazka,"Las Vegas, Nevada, USA",0,0,84 of 124,49 of 73,67,67,108 of 149,98 of 126,4 of 8,0 of 2,50,0,0,0,0,0,1:30,6:34,23 of 53,32 of 47,53 of 62,15 of 17,8 of 9,2 of 9,34 of 72,30 of 52,43 of 45,17 of 19,7 of 7,2 of 2,27,65,63,30,9,4,40,61,51,34,8,4,29 29 29,28 28 28,,8.0,3.0,0.0,154.94,52.16,154.94,Orthodox,1996-01-18,4.14,58.0,2.58,52.0,2.04,50.0,74.0,0.2,Sampage,8.0,5.0,0.0,165.1,52.16,162.56,Orthodox,1992-06-28,3.79,46.0,4.23,54.0,1.12,41.0,57.0,0.0
1802,1784,ANDREAS MICHAILIDIS,KB BHULLAR,01/05/2021,The Spartan,The Bengal,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Rick Winter 27 - 30. Tony Weeks 27 - 30. Eric Colon 28 - 29.,Middleweight Bout,-,UFC Fight Night: Reyes vs. Prochazka,"Las Vegas, Nevada, USA",0,0,73 of 137,70 of 131,53,53,75 of 139,71 of 132,1 of 1,0 of 0,100,---,0,0,0,0,1:59,0:12,46 of 107,5 of 44,19 of 22,12 of 19,8 of 8,53 of 68,66 of 129,69 of 130,4 of 4,1 of 1,3 of 4,0 of 0,63,7,26,17,10,75,90,98,5,1,4,0,29 30 30,28 27 27,The Spartan,13.0,6.0,0.0,182.88,77.11,193.04,Orthodox,1988-07-18,2.9,51.0,3.57,44.0,1.12,27.0,50.0,0.0,The Bengal,8.0,2.0,0.0,193.04,83.91,198.12,Switch,1991-10-12,4.31,49.0,5.39,45.0,0.0,0.0,0.0,0.0
1803,1785,LUKE SANDERS,FELIPE COLARES,01/05/2021,Cool Hand,Cabocao,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Adalaide Byrd 28 - 29. Junichiro Kamijo 28 - 29.,Featherweight Bout,-,UFC Fight Night: Reyes vs. Prochazka,"Las Vegas, Nevada, USA",1,0,118 of 211,78 of 131,55,59,131 of 225,104 of 165,2 of 5,2 of 10,40,20,0,0,0,0,2:55,2:54,93 of 182,51 of 101,16 of 20,26 of 29,9 of 9,1 of 1,97 of 187,70 of 119,12 of 14,3 of 3,9 of 10,5 of 9,78,65,13,33,7,1,82,89,10,3,7,6,28 28 28,29 29 29,Cool Hand,13.0,5.0,0.0,167.64,61.23,170.18,Southpaw,1985-12-12,6.61,52.0,4.37,50.0,0.71,30.0,72.0,0.2,Cabocao,10.0,4.0,0.0,172.72,65.77,175.26,Orthodox,1994-03-31,2.17,45.0,4.65,36.0,1.88,24.0,43.0,0.5
1804,1786,KAMARU USMAN,JORGE MASVIDAL,24/04/2021,The Nigerian Nightmare,Gamebred,W,L,KO/TKO,2,1:02,5 Rnd (5-5-5-5-5),Herb Dean,Punch to Head At Distance,UFC Welterweight Title Bout,belt,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",1,0,21 of 40,31 of 52,52,59,32 of 54,56 of 79,2 of 2,0 of 0,100,---,0,0,0,0,1:42,0:00,15 of 32,13 of 33,5 of 7,3 of 4,1 of 1,15 of 15,12 of 30,27 of 47,0 of 0,0 of 0,9 of 10,4 of 5,71,41,23,9,4,48,57,87,0,0,42,12,10 9 20,9 10 17,The Nigerian Nightmare,20.0,4.0,0.0,182.88,77.11,193.04,Switch,1987-05-11,4.36,52.0,2.74,54.0,2.82,45.0,89.0,0.1,Gamebred,35.0,17.0,0.0,180.34,77.11,187.96,Orthodox,1984-11-12,4.05,47.0,3.05,64.0,1.38,59.0,72.0,0.3
1805,1787,ZHANG WEILI,ROSE NAMAJUNAS,24/04/2021,Magnum,Thug,L,W,KO/TKO,1,1:18,5 Rnd (5-5-5-5-5),Keith Peterson,Kick to Head At Distance,UFC Women's Strawweight Title Bout,belt,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,1,7 of 11,5 of 10,63,50,7 of 11,5 of 10,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03,1 of 4,5 of 10,0 of 1,0 of 0,6 of 6,0 of 0,7 of 11,2 of 7,0 of 0,0 of 0,0 of 0,3 of 3,14,100,0,0,85,0,100,40,0,0,0,60,- - -,- - -,Magnum,24.0,3.0,0.0,162.56,52.16,160.02,Switch,1989-08-13,5.94,51.0,3.44,53.0,2.29,42.0,66.0,0.4,Thug,12.0,6.0,0.0,165.1,56.7,165.1,Orthodox,1992-06-29,3.68,40.0,3.53,62.0,1.49,48.0,60.0,0.6
1806,1788,VALENTINA SHEVCHENKO,JESSICA ANDRADE,24/04/2021,Bullet,Bate Estaca,W,L,KO/TKO,2,3:19,5 Rnd (5-5-5-5-5),Dan Miragliotta,Elbows to Head From Crucifix,UFC Women's Flyweight Title Bout,belt,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,0,32 of 39,10 of 15,82,66,90 of 97,47 of 55,7 of 7,0 of 2,100,0,1,0,0,0,5:11,0:57,27 of 34,2 of 6,3 of 3,8 of 8,2 of 2,0 of 1,9 of 15,4 of 9,5 of 6,6 of 6,18 of 18,0 of 0,84,20,9,80,6,0,28,40,15,60,56,0,20 20 20,17 17 17,Bullet,23.0,4.0,1.0,165.1,56.7,167.64,Southpaw,1988-03-07,3.28,52.0,2.11,62.0,2.56,63.0,71.0,0.4,Bate Estaca,25.0,12.0,0.0,154.94,52.16,157.48,Orthodox,1991-09-25,6.67,50.0,5.36,54.0,2.45,54.0,72.0,0.4
1807,1789,URIAH HALL,CHRIS WEIDMAN,24/04/2021,Prime Time,The All-American,W,L,KO/TKO,1,0:17,3 Rnd (5-5-5),Herb Dean,to Leg Injury,Middleweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,0,0 of 0,1 of 2,---,50,0 of 0,1 of 2,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,0 of 0,0 of 1,0 of 0,0 of 0,0 of 0,1 of 1,0 of 0,1 of 2,0 of 0,0 of 0,0 of 0,0 of 0,33,0,34,0,33,100,33,100,34,0,33,0,3 8 7,8 10 10,Prime Time,18.0,11.0,0.0,182.88,83.91,200.66,Orthodox,1984-07-31,3.23,48.0,3.85,54.0,0.54,38.0,64.0,0.1,The All-American,15.0,7.0,0.0,187.96,83.91,198.12,Orthodox,1984-06-17,2.98,43.0,3.27,50.0,3.6,43.0,65.0,0.8
1808,1790,ANTHONY SMITH,JIMMY CRUTE,24/04/2021,Lionheart,-,W,L,TKO - Doctor's Stoppage,1,5:00,3 Rnd (5-5-5),Keith Peterson,Leg Injury,Light Heavyweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,0,26 of 39,18 of 35,66,51,27 of 40,34 of 57,0 of 0,3 of 3,---,100,0,0,0,0,0:02,0:57,20 of 32,7 of 21,4 of 5,2 of 5,2 of 2,9 of 9,26 of 39,17 of 33,0 of 0,0 of 0,0 of 0,1 of 2,76,38,15,11,7,50,100,94,0,0,0,5,10 10 10,9 9 9,Lionheart,37.0,18.0,0.0,193.04,92.99,193.04,Orthodox,1988-07-26,3.16,48.0,4.45,46.0,0.52,28.0,48.0,0.7,,12.0,4.0,1.0,187.96,92.99,187.96,Orthodox,1996-03-04,3.68,54.0,3.04,44.0,4.84,57.0,60.0,2.0
1809,1791,ALEX OLIVEIRA,RANDY BROWN,24/04/2021,Cowboy,Rudeboy,L,W,Submission,1,2:50,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke One-arm RNC,Welterweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,1,7 of 12,16 of 32,58,50,9 of 14,23 of 39,0 of 0,0 of 0,---,---,0,1,0,0,0:00,1:23,1 of 6,10 of 24,1 of 1,1 of 2,5 of 5,5 of 6,7 of 12,8 of 21,0 of 0,0 of 0,0 of 0,8 of 11,14,62,14,6,71,31,100,50,0,0,0,50,9 8,10 10,Cowboy,22.0,12.0,1.0,180.34,77.11,193.04,Orthodox,1988-02-21,2.99,51.0,2.55,46.0,2.35,38.0,63.0,0.6,Rudeboy,17.0,5.0,0.0,190.5,77.11,198.12,Orthodox,1990-07-08,4.38,47.0,3.33,54.0,0.8,39.0,74.0,0.5
1810,1792,DWIGHT GRANT,STEFAN SEKULIC,24/04/2021,The Body Snatcher,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),James Folsom,Howard Reichbach 28 - 29. Derek Cleary 29 - 28. Chris Lee 28 - 29.,Welterweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,0,49 of 156,33 of 52,31,63,52 of 160,39 of 59,1 of 1,3 of 7,100,42,0,1,0,0,0:25,2:04,28 of 126,14 of 31,10 of 17,5 of 7,11 of 13,14 of 14,45 of 152,31 of 50,2 of 2,0 of 0,2 of 2,2 of 2,57,42,20,15,22,42,91,93,4,0,4,6,28 29 29,29 28 28,The Body Snatcher,11.0,6.0,0.0,185.42,83.91,193.04,Switch,1984-09-14,3.29,36.0,2.66,60.0,0.61,100.0,66.0,0.0,,12.0,4.0,0.0,182.88,77.11,190.5,Southpaw,1992-02-12,1.83,50.0,2.83,64.0,2.0,33.0,25.0,0.5
1811,1793,KARL ROBERSON,BRENDAN ALLEN,24/04/2021,Baby K,All In,L,W,Submission,1,4:55,3 Rnd (5-5-5),Dan Miragliotta,Ankle Lock On Ground,Middleweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,0,6 of 14,9 of 16,42,56,15 of 24,15 of 22,0 of 0,2 of 2,---,100,0,1,0,0,0:00,3:16,5 of 11,4 of 11,0 of 2,1 of 1,1 of 1,4 of 4,6 of 14,9 of 16,0 of 0,0 of 0,0 of 0,0 of 0,83,44,0,11,16,44,100,100,0,0,0,0,8 8 8,10 10 10,Baby K,9.0,6.0,0.0,185.42,92.99,187.96,Southpaw,1990-10-04,2.57,51.0,2.42,57.0,0.72,40.0,42.0,0.5,All In,23.0,5.0,0.0,187.96,83.91,190.5,Orthodox,1995-12-28,3.87,54.0,3.6,46.0,1.36,47.0,58.0,1.7
1812,1794,PAT SABATINI,TRISTAN CONNELLY,24/04/2021,-,Boondock,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rutgers,Chris Lee 27 - 30. Troy Wincapaw 28 - 29. Eric Colon 28 - 29.,Featherweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",1,0,26 of 45,19 of 50,57,38,73 of 98,87 of 125,1 of 5,1 of 1,20,100,1,0,0,0,9:58,1:20,18 of 36,10 of 41,7 of 7,6 of 6,1 of 2,3 of 3,11 of 27,14 of 42,4 of 6,4 of 6,11 of 12,1 of 2,69,52,26,31,3,15,42,73,15,21,42,5,29 29 30,28 28 27,,18.0,5.0,0.0,172.72,65.77,177.8,Orthodox,1990-11-09,2.02,59.0,1.54,49.0,3.73,42.0,50.0,1.9,Boondock,14.0,8.0,0.0,177.8,65.77,172.72,Orthodox,1985-12-12,3.31,51.0,2.96,50.0,0.33,14.0,60.0,0.3
1813,1795,BATGEREL DANAA,KEVIN NATIVIDAD,24/04/2021,Storm,Quicksand,W,L,KO/TKO,1,0:50,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,Bantamweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",1,0,7 of 15,3 of 8,46,37,8 of 16,3 of 8,0 of 0,0 of 0,---,---,0,0,0,0,0:04,0:00,7 of 15,1 of 5,0 of 0,2 of 3,0 of 0,0 of 0,3 of 8,3 of 8,0 of 0,0 of 0,4 of 7,0 of 0,100,33,0,66,0,0,42,100,0,0,57,0,10 8 10,8 10 8,Storm,12.0,5.0,0.0,170.18,61.23,177.8,Orthodox,1989-07-04,5.38,36.0,4.21,47.0,0.52,50.0,62.0,0.0,Quicksand,9.0,4.0,0.0,167.64,61.23,177.8,Orthodox,1993-04-02,2.68,34.0,4.29,47.0,3.66,50.0,83.0,0.0
1814,1796,KAZULA VARGAS,RONGZHU,24/04/2021,-,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Troy Wincapaw 26 - 30. Eric Colon 28 - 29. Howard Reichbach 28 - 29.,Lightweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,0,96 of 176,42 of 105,54,40,111 of 192,49 of 114,0 of 1,3 of 4,0,75,1,0,1,0,1:10,2:44,50 of 121,40 of 101,29 of 34,2 of 4,17 of 21,0 of 0,94 of 174,40 of 100,1 of 1,0 of 0,1 of 1,2 of 5,52,95,30,4,17,0,97,95,1,0,1,4,30 29 29,26 28 28,,12.0,5.0,0.0,172.72,70.31,180.34,Southpaw,1985-08-15,3.65,53.0,1.77,57.0,0.4,25.0,30.0,0.4,,24.0,5.0,0.0,175.26,70.31,182.88,Orthodox,2000-03-07,5.6,50.0,6.36,45.0,2.56,62.0,87.0,0.0
1815,1797,AORIQILENG,JEFF MOLINA,24/04/2021,The Mongolian Murderer,El Jefe,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Josh Rutgers,Barry Luxenberg 28 - 29. Sal D'amato 28 - 29. Tony Weeks 27 - 29.,Flyweight Bout,fight,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,2,116 of 258,189 of 356,44,53,125 of 269,210 of 378,3 of 4,0 of 1,75,0,0,0,0,0,2:00,0:43,77 of 214,167 of 328,33 of 38,18 of 22,6 of 6,4 of 6,111 of 248,178 of 345,5 of 10,10 of 10,0 of 0,1 of 1,66,88,28,9,5,2,95,94,4,5,0,0,27 28 28,29 29 29,The Mongolian Murderer,25.0,10.0,0.0,170.18,61.23,175.26,Orthodox,1993-06-25,5.31,50.0,5.56,50.0,1.64,46.0,58.0,0.0,El Jefe,11.0,2.0,0.0,167.64,56.7,175.26,Orthodox,1997-07-17,7.25,48.0,5.04,55.0,0.0,0.0,66.0,0.0
1816,1798,LIANG NA,ARIANE CARNELOSSI,24/04/2021,The Dragon Girl,Sorriso,L,W,KO/TKO,2,1:28,3 Rnd (5-5-5),James Folsom,Punches to Head From Guard,Women's Strawweight Bout,-,UFC 261: Usman vs. Masvidal 2,"Jacksonville, Florida, USA",0,0,19 of 27,24 of 32,70,75,36 of 47,91 of 113,3 of 4,0 of 0,75,---,1,0,2,3,2:48,2:36,13 of 21,23 of 31,6 of 6,0 of 0,0 of 0,1 of 1,10 of 17,6 of 11,7 of 7,5 of 5,2 of 3,13 of 16,68,95,31,0,0,4,52,25,36,20,10,54,8 19 10,10 19 9,The Dragon Girl,19.0,7.0,0.0,165.1,56.7,170.18,Orthodox,1996-07-27,1.93,40.0,4.48,27.0,5.1,60.0,0.0,0.8,Sorriso,14.0,3.0,0.0,157.48,52.16,154.94,Orthodox,1992-11-17,3.04,40.0,4.72,43.0,1.62,55.0,8.0,0.3
1817,1799,ROBERT WHITTAKER,KELVIN GASTELUM,17/04/2021,The Reaper,-,W,L,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 45 - 50. Derek Cleary 45 - 50. Sal D'amato 45 - 50.,Middleweight Bout,fight,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,0,150 of 284,62 of 209,52,29,169 of 303,70 of 218,4 of 7,1 of 5,57,20,0,0,0,0,4:19,0:26,115 of 241,42 of 185,13 of 19,7 of 10,22 of 24,13 of 14,138 of 265,59 of 203,5 of 7,3 of 6,7 of 12,0 of 0,76,67,8,11,14,20,92,95,3,4,4,0,50 50 50,45 45 45,The Reaper,25.0,7.0,0.0,182.88,83.91,185.42,Orthodox,1990-12-20,4.47,42.0,3.39,60.0,0.85,39.0,82.0,0.0,,18.0,9.0,0.0,175.26,77.11,180.34,Southpaw,1991-10-24,3.55,41.0,3.23,58.0,0.96,30.0,59.0,0.1
1818,1800,ANDREI ARLOVSKI,CHASE SHERMAN,17/04/2021,The Pitbull,The Vanilla Gorilla,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29. Derek Cleary 28 - 29. Tony Weeks 28 - 29.,Heavyweight Bout,-,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,0,105 of 222,88 of 192,47,45,109 of 226,99 of 203,0 of 0,0 of 0,---,---,0,0,0,0,0:39,0:00,54 of 154,55 of 154,26 of 39,16 of 20,25 of 29,17 of 18,103 of 217,84 of 187,2 of 5,4 of 5,0 of 0,0 of 0,51,62,24,18,23,19,98,95,1,4,0,0,29 29 29,28 28 28,The Pitbull,34.0,22.0,0.0,190.5,108.86,195.58,Orthodox,1979-02-04,3.78,45.0,3.2,57.0,0.39,36.0,76.0,0.2,The Vanilla Gorilla,16.0,12.0,0.0,193.04,113.4,198.12,Orthodox,1989-11-16,6.04,45.0,6.65,52.0,0.09,50.0,74.0,0.0
1819,1801,ABDUL RAZAK ALHASSAN,JACOB MALKOUN,17/04/2021,-,Mamba,L,W,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Chris Lee 27 - 30. Adalaide Byrd 27 - 30. Junichiro Kamijo 27 - 30.,Middleweight Bout,-,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,0,21 of 47,27 of 55,44,49,32 of 59,91 of 135,0 of 0,8 of 24,---,33,0,2,0,0,0:02,11:41,11 of 33,24 of 51,9 of 12,2 of 3,1 of 2,1 of 1,14 of 38,18 of 37,5 of 6,3 of 9,2 of 3,6 of 9,52,88,42,7,4,3,66,66,23,11,9,22,27 27 27,30 30 30,,12.0,6.0,0.0,177.8,83.91,185.42,Orthodox,1985-08-11,3.37,48.0,3.99,55.0,0.89,38.0,50.0,0.2,Mamba,7.0,3.0,0.0,175.26,83.91,185.42,Orthodox,1995-08-26,3.89,56.0,2.49,50.0,7.2,44.0,0.0,0.5
1820,1802,TRACY CORTEZ,JUSTINE KISH,17/04/2021,-,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Keith Peterson,Derek Cleary 28 - 29. Sal D'amato 29 - 28. Rick Winter 27 - 30.,Women's Flyweight Bout,-,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,1,66 of 112,55 of 119,58,46,84 of 138,72 of 140,3 of 5,0 of 1,60,0,1,0,0,0,6:26,0:38,40 of 78,30 of 86,19 of 24,8 of 14,7 of 10,17 of 19,39 of 73,50 of 111,7 of 7,4 of 6,20 of 32,1 of 2,60,54,28,14,10,30,59,90,10,7,30,1,29 28 30,28 29 27,,11.0,1.0,0.0,165.1,56.7,165.1,Orthodox,1993-12-10,4.11,53.0,2.79,60.0,2.33,46.0,75.0,0.3,,7.0,4.0,0.0,165.1,56.7,162.56,Orthodox,1988-04-13,4.51,48.0,4.59,57.0,0.87,33.0,50.0,0.1
1821,1803,LUIS PENA,ALEXANDER MUNOZ,17/04/2021,Violent Bob Ross,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Mike Bell 29 - 28. Rick Winter 28 - 29.,Lightweight Bout,-,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,0,90 of 195,80 of 169,46,47,90 of 195,82 of 172,0 of 0,4 of 9,---,44,0,0,0,0,0:03,2:21,74 of 171,40 of 110,12 of 19,20 of 38,4 of 5,20 of 21,88 of 186,77 of 163,2 of 9,3 of 6,0 of 0,0 of 0,82,50,13,25,4,25,97,96,2,3,0,0,28 29 29,29 28 28,Violent Bob Ross,9.0,3.0,0.0,190.5,70.31,190.5,Southpaw,1993-07-05,3.66,46.0,3.12,51.0,1.17,33.0,48.0,1.2,,7.0,2.0,0.0,175.26,70.31,182.88,Switch,1990-02-27,3.7,42.0,4.73,55.0,3.0,40.0,100.0,0.0
1822,1804,ALEXANDR ROMANOV,JUAN ESPINO,17/04/2021,King Kong,El Guapo,W,L,Decision - Split,3,1:05,3 Rnd (5-5-5),Mark Smith,Technical Decision: Groin Strike to Romanov Dave Hagen 28 - 29. Chris Lee 29 - 28. Tony Weeks 28 - 29.,Heavyweight Bout,-,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,0,32 of 53,12 of 22,60,54,53 of 77,44 of 56,2 of 4,4 of 5,50,80,0,0,0,0,5:41,2:55,23 of 44,8 of 17,4 of 4,2 of 2,5 of 5,2 of 3,8 of 20,7 of 17,6 of 6,4 of 4,18 of 27,1 of 1,71,66,12,16,15,16,25,58,18,33,56,8,29 19 29,28 19 28,King Kong,17.0,2.0,0.0,187.96,118.84,190.5,Southpaw,1990-12-11,4.06,52.0,2.2,50.0,4.32,54.0,20.0,0.9,El Guapo,11.0,2.0,0.0,190.5,115.67,203.2,Orthodox,1980-10-09,2.38,70.0,1.95,40.0,8.93,78.0,50.0,2.4
1823,1805,JESSICA PENNE,LOOPY GODINEZ,17/04/2021,-,-,W,L,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Rick Winter 29 - 28. Mike Bell 28 - 29. Derek Cleary 28 - 29.,Women's Strawweight Bout,-,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,0,31 of 87,40 of 74,35,54,98 of 158,68 of 106,1 of 7,3 of 9,14,33,0,0,0,0,4:30,4:10,19 of 63,31 of 63,12 of 24,7 of 8,0 of 0,2 of 3,29 of 82,37 of 68,2 of 5,3 of 4,0 of 0,0 of 2,61,77,38,17,0,5,93,92,6,7,0,0,29 29 28,28 28 29,,14.0,8.0,0.0,165.1,52.16,170.18,Orthodox,1983-01-30,2.52,31.0,4.75,46.0,1.32,21.0,36.0,0.6,,12.0,3.0,0.0,157.48,52.16,154.94,Orthodox,1993-09-06,4.31,49.0,3.76,62.0,3.39,46.0,86.0,1.1
1824,1806,BARTOSZ FABINSKI,GERALD MEERSCHAERT,17/04/2021,The Butcher,GM3,L,W,Submission,1,2:00,3 Rnd (5-5-5),Herb Dean,Guillotine Choke On Ground,Middleweight Bout,perf,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,0,6 of 13,8 of 10,46,80,16 of 23,12 of 14,1 of 1,0 of 0,100,---,0,1,0,1,0:13,1:26,2 of 9,7 of 9,4 of 4,1 of 1,0 of 0,0 of 0,2 of 9,5 of 7,4 of 4,3 of 3,0 of 0,0 of 0,33,87,66,12,0,0,33,62,66,37,0,0,- - -,- - -,The Butcher,15.0,5.0,0.0,182.88,77.11,190.5,Orthodox,1986-04-26,2.23,68.0,1.46,51.0,7.1,70.0,80.0,0.0,GM3,35.0,17.0,0.0,185.42,83.91,195.58,Southpaw,1987-12-18,3.3,44.0,3.5,53.0,2.01,37.0,34.0,1.5
1825,1807,AUSTIN HUBBARD,DAKOTA BUSH,17/04/2021,Thud,-,W,L,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Derek Cleary 28 - 29. Junichiro Kamijo 28 - 29. Tony Weeks 28 - 29.,Lightweight Bout,-,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",0,0,67 of 115,41 of 104,58,39,126 of 181,54 of 122,1 of 1,1 of 6,100,16,0,0,2,1,6:42,1:31,32 of 76,17 of 59,10 of 12,6 of 20,25 of 27,18 of 25,49 of 91,41 of 104,2 of 3,0 of 0,16 of 21,0 of 0,47,41,14,14,37,43,73,100,2,0,23,0,29 29 29,28 28 28,Thud,16.0,7.0,0.0,177.8,70.31,180.34,Orthodox,1991-12-22,3.83,46.0,3.37,56.0,1.55,52.0,63.0,0.0,,8.0,4.0,0.0,177.8,70.31,185.42,Orthodox,1994-06-09,2.77,38.0,4.42,41.0,2.4,33.0,0.0,0.0
1826,1808,TONY GRAVELY,ANTHONY BIRCHAK,17/04/2021,-,El Toro,W,L,KO/TKO,2,1:31,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance,Bantamweight Bout,perf,UFC Fight Night: Whittaker vs. Gastelum,"Las Vegas, Nevada, USA",2,0,39 of 75,18 of 45,52,40,61 of 105,30 of 59,4 of 6,0 of 1,66,0,0,1,0,1,4:34,0:27,31 of 65,11 of 34,5 of 6,4 of 8,3 of 4,3 of 3,17 of 33,11 of 36,1 of 5,3 of 5,21 of 37,4 of 4,79,61,12,22,7,16,43,61,2,16,53,22,10 10 10,9 9 8,,23.0,9.0,0.0,165.1,61.23,175.26,Orthodox,1991-09-28,3.82,48.0,4.47,44.0,5.4,41.0,52.0,0.3,El Toro,16.0,8.0,0.0,172.72,61.23,175.26,Orthodox,1986-05-16,3.93,36.0,3.67,56.0,0.48,14.0,61.0,0.5
