,red_fighter_name,blue_fighter_name,method,round,time,bout_type,bonus,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes,who_wins,red_fighter_sig_str_landed,blue_fighter_sig_str_landed,red_fighter_total_str_landed,blue_fighter_total_str_landed,red_fighter_TD_landed,red_fighter_TD_attempted,blue_fighter_TD_landed,blue_fighter_TD_attempted,red_fighter_sig_str_body_landed,blue_fighter_sig_str_body_landed,red_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_landed,red_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_landed,red_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_landed,red_fighter_age,blue_fighter_age,blue_fighter_stats_missing,red_fighter_stats_missing
1289,ARIANE CARNELOSSI,LOOPY GODINEZ,Decision - Unanimous,3,300,Women's Strawweight Bout,No bonus,0,0,45.0,75.0,0.0,100.0,0,0,0,0,0.0,413,77.0,78,11.0,21.0,11.0,0.0,44.0,28.5,33,17,22,27.5,14.0,3.0,0.0,157.48,52.16,3.04,40.0,4.72,43.0,1.62,55.0,12.5,0.3,12.0,3.0,0.0,157.48,4.31,49.0,3.76,62.0,3.39,46.0,86.0,1.1,Blue,9.0,46.0,23.0,130.0,0,1,2.5,8,1,10,1.0,0.0,3,8,2,8.125,32.0,31.0,0,0
1290,JOURNEY NEWSON,FERNIE GARCIA,Decision - Unanimous,3,300,Bantamweight Bout,No bonus,0,0,39.0,35.0,66.0,0.0,0,0,0,0,42.0,2,40.0,64,36.0,16.0,22.0,18.0,91.0,100.0,1,0,7,0.0,10.0,5.0,0.0,165.1,61.23,2.64,32.0,2.57,64.0,0.56,16.0,43.0,0.3,10.0,4.0,0.0,170.18,1.8,34.0,2.69,50.0,0.32,50.0,47.0,0.6,Red,57.0,37.0,63.0,38.0,2,3,0.0,0,21,6,13.0,7.0,1,0,4,0.0,35.0,32.0,0,0
1291,ROB FONT,MARLON VERA,Decision - Unanimous,5,300,Bantamweight Bout,fight,0,0,52.0,56.0,50.0,0.0,0,0,0,0,18.0,125,73.0,59,17.0,13.0,8.0,26.0,94.0,83.0,5,2,0,13.0,20.0,8.0,0.0,172.72,61.23,5.53,45.0,3.65,56.0,0.89,35.0,46.0,0.3,21.0,8.0,0.0,172.72,4.37,50.0,5.16,51.0,0.58,39.0,70.0,0.9,Blue,138.625,137.375,199.5,167.0,1,2,0.0,0,33,22,23.5,23.5,15,4,0,8.125,37.0,32.0,0,0
1292,ANDREI ARLOVSKI,JAKE COLLIER,Decision - Split,3,300,Heavyweight Bout,No bonus,0,0,55.0,49.0,0.0,66.0,0,0,0,0,1.0,218,72.0,82,16.0,7.0,10.0,9.0,90.0,87.0,8,12,1,0.0,33.5,15.5,0.0,190.5,108.86,3.78,45.0,3.2,57.0,0.39,36.0,76.0,0.2,13.0,10.0,0.0,190.5,5.8,44.0,5.08,50.0,0.71,33.0,67.0,0.6,Red,91.0,93.0,105.0,132.0,0,0,2.0,3,15,7,10.0,9.0,8,12,1,0.0,43.5,36.0,0,0
1293,ANDRE FILI,JOANDERSON BRITO,KO/TKO,1,41,Featherweight Bout,perf,0,0,40.0,70.0,0.0,0.0,0,0,0,0,0.0,7,100.0,85,0.0,0.0,0.0,14.0,100.0,35.0,0,0,0,27.5,22.0,10.0,0.0,180.34,65.77,3.83,37.0,4.13,51.0,2.22,47.0,69.0,0.3,16.0,3.0,0.0,172.72,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8,Blue,6.0,14.0,6.0,14.0,0,0,0.0,0,0,0,0.0,2.0,0,0,0,8.125,34.0,29.0,0,0
1294,JARED GORDON,GRANT DAWSON,Submission,3,251,Lightweight Bout,No bonus,0,0,64.0,48.0,0.0,41.0,0,0,0,0,72.0,413,62.0,77,27.0,20.0,10.0,1.0,76.0,74.0,18,16,5,9.0,20.0,6.0,0.0,175.26,70.31,5.39,57.0,3.4,57.0,1.95,40.0,62.0,0.0,20.0,2.0,0.0,177.8,2.97,51.0,2.27,45.0,3.68,36.0,40.0,1.5,Blue,77.0,54.0,111.0,98.0,0,0,2.5,10,21,11,8.0,1.0,14,9,4,5.0,36.0,30.0,0,0
1295,DARREN ELKINS,TRISTAN CONNELLY,Decision - Unanimous,3,300,Featherweight Bout,No bonus,0,0,49.0,56.0,50.0,0.0,0,0,0,0,472.0,58,88.0,72,12.0,13.0,0.0,13.0,50.0,63.0,35,31,10,4.0,28.0,11.0,0.0,177.8,65.77,3.44,38.0,3.27,52.0,2.85,35.0,56.0,1.1,14.0,8.0,0.0,177.8,3.31,51.0,2.96,50.0,0.33,14.0,60.0,0.3,Red,75.0,66.0,165.0,106.0,5,10,0.0,0,9,9,0.0,9.0,15,15,8,3.0,40.0,39.0,0,0
1296,KRZYSZTOF JOTKO,GERALD MEERSCHAERT,Decision - Unanimous,3,300,Middleweight Bout,No bonus,0,0,52.0,40.0,100.0,25.0,0,0,0,0,325.0,114,78.0,45,12.0,21.0,9.0,32.0,80.0,75.0,10,24,9,0.0,24.0,6.0,0.0,185.42,83.91,2.98,42.0,2.23,57.0,1.33,39.0,82.0,0.1,30.0,13.0,0.0,185.42,3.3,44.0,3.5,53.0,2.01,37.0,34.0,1.5,Red,65.0,37.0,129.0,46.0,4,4,1.0,4,8,8,6.0,12.0,7,9,6,0.0,35.0,37.0,0,0
1297,ALEXANDR ROMANOV,CHASE SHERMAN,Submission,1,131,Heavyweight Bout,No bonus,0,0,57.0,11.0,100.0,0.0,0,0,0,0,118.0,0,100.0,0,0.0,0.0,0.0,0.0,12.5,28.5,0,0,50,0.0,17.0,2.0,0.0,187.96,117.92999999999999,4.06,52.0,2.2,50.0,4.32,54.0,20.0,0.9,16.0,12.0,0.0,193.04,6.04,45.0,6.65,52.0,0.09,50.0,74.0,0.0,Red,8.0,0.0,11.0,0.0,3,3,0.0,0,0,0,0.0,0.0,0,0,8,0.0,34.0,35.0,0,0
1298,DANIEL LACERDA,FRANCISCO FIGUEIREDO,Submission,1,78,Flyweight Bout,perf,0,0,66.0,83.0,100.0,0.0,0,0,0,0,28.0,0,25.0,0,25.0,20.0,50.0,57.5,100.0,100.0,0,0,0,0.0,11.0,5.0,0.0,167.64,56.7,4.16,47.0,6.8149999999999995,35.5,1.91,42.0,12.5,1.3,13.0,5.0,0.0,167.64,2.04,61.0,2.59,61.0,2.51,75.0,76.0,0.4,Blue,4.0,5.0,5.0,5.0,1,1,0.0,0,1,1,2.0,4.0,0,0,0,0.0,28.0,35.0,0,0
1299,GABE GREEN,YOHAN LAINESSE,KO/TKO,2,242,Welterweight Bout,No bonus,0,0,39.0,51.0,0.0,50.0,0,0,0,0,41.0,97,54.0,36,27.0,26.0,18.0,36.0,75.0,85.0,8,7,16,7.0,11.0,5.0,0.0,177.8,77.11,6.28,45.0,6.8149999999999995,47.0,0.83,50.0,53.0,0.3,9.0,2.0,0.0,185.42,2.34,42.0,3.44,59.0,1.0,28.0,80.0,0.5,Red,48.0,41.0,54.0,42.0,0,0,2.0,4,13,11,9.0,15.0,4,3,8,3.0,31.0,32.0,0,0
1300,NATAN LEVY,MIKE BREEDEN,Decision - Unanimous,3,300,Lightweight Bout,No bonus,0,0,65.0,49.0,56.0,75.0,0,0,0,0,219.0,116,73.0,61,20.0,37.0,5.0,0.0,86.0,85.0,4,12,8,1.0,8.0,1.0,0.0,175.26,70.31,4.01,51.0,3.52,58.0,4.68625,57.0,41.0,0.5,11.0,6.0,0.0,177.8,5.75,45.0,7.28,42.0,0.98,30.0,67.0,0.0,Red,92.0,104.0,99.0,115.0,5,10,2.5,4,19,32,5.0,1.0,4,13,8,2.0,33.0,35.0,0,0
1301,GINA MAZANY,SHANNA YOUNG,KO/TKO,2,191,Women's Flyweight Bout,No bonus,0,0,55.0,48.0,20.0,0.0,0,0,0,0,82.0,57,31.0,69,50.0,24.0,18.0,6.0,89.0,67.0,10,4,0,27.5,7.0,6.0,0.0,167.64,56.7,3.73,50.0,3.52,50.0,4.34,52.0,33.0,0.2,9.0,6.0,0.0,170.18,3.18,47.0,4.88,43.0,0.0,0.0,53.0,0.6,Blue,48.0,49.0,57.0,62.0,1,5,0.0,0,24,12,9.0,3.0,5,2,0,8.125,36.0,33.0,0,0
1302,AMANDA LEMOS,JESSICA ANDRADE,Submission,1,193,Women's Strawweight Bout,perf,0,0,41.0,33.0,0.0,0.0,0,0,0,0,0.0,38,57.0,0,0.0,33.0,42.0,57.5,100.0,100.0,0,0,0,0.0,13.0,3.0,0.0,162.56,52.16,3.54,55.0,4.66,42.0,0.82,55.0,55.0,0.8,25.0,12.0,0.0,154.94,6.67,50.0,5.36,54.0,2.45,54.0,72.0,0.4,Blue,7.0,3.0,7.0,3.0,0,0,0.0,1,0,1,3.0,2.0,0,0,0,0.0,37.0,33.0,0,0
1303,CLAY GUIDA,CLAUDIO PUELLES,Submission,1,181,Lightweight Bout,perf,0,0,75.0,33.0,0.0,0.0,0,0,0,0,70.0,14,33.0,100,0.0,0.0,56.5,0.0,66.0,28.5,0,0,33,27.5,33.5,15.5,0.0,170.18,70.31,2.64,33.0,3.01,61.0,3.13,36.0,67.0,0.6,13.0,3.0,0.0,177.8,1.82,49.0,2.93,47.0,2.41,30.0,60.0,1.4,Blue,3.0,1.0,4.0,11.0,0,1,0.0,0,0,0,2.0,0.0,0,0,1,1.0,43.0,28.0,0,0
1304,MAYCEE BARBER,MONTANA DE LA ROSA,Decision - Unanimous,3,300,Women's Flyweight Bout,No bonus,0,0,79.0,50.0,25.0,50.0,0,0,0,0,420.0,355,62.0,50,32.0,50.0,6.0,0.0,12.5,28.5,35,35,12,7.0,13.0,2.0,0.0,165.1,56.7,4.6,52.0,2.72,54.0,1.14,35.0,45.0,0.1,12.0,9.0,0.0,170.18,2.7,36.0,3.21,44.0,1.71,31.0,64.0,0.8,Red,50.0,14.0,80.0,41.0,1,4,1.0,2,16,7,3.0,0.0,15,10,6,1.0,26.0,29.0,0,0
1305,LANDO VANNATA,CHARLES JOURDAIN,Submission,1,152,Featherweight Bout,No bonus,0,0,57.0,57.0,100.0,0.0,0,0,0,0,57.0,19,62.0,50,37.0,50.0,0.0,0.0,87.0,75.0,0,25,12,0.0,12.0,7.0,0.0,175.26,70.31,4.52,45.0,4.76,55.0,1.09,37.0,69.0,0.3,15.0,6.0,0.0,175.26,5.71,49.0,4.21,58.0,0.1,16.0,47.0,0.5,Blue,8.0,4.0,8.0,5.0,1,1,0.0,0,3,2,0.0,0.0,0,1,1,0.0,32.0,29.0,0,0
1306,JORDAN WRIGHT,MARC-ANDRE BARRIAULT,Submission,1,156,Catch Weight Bout,No bonus,0,0,85.0,76.0,50.0,0.0,0,0,0,0,92.0,3,16.0,84,33.0,15.0,50.0,0.0,50.0,28.5,33,35,16,15.0,12.0,5.0,0.0,187.96,92.99,4.1,56.0,6.03,35.5,2.09,45.0,100.0,0.4,16.0,6.0,0.0,185.42,5.95,47.0,5.22,53.0,0.24,25.0,67.0,0.1,Blue,12.0,13.0,16.0,17.0,2,4,0.0,0,4,2,6.0,0.0,4,9,2,2.0,33.0,34.0,0,0
1307,DWIGHT GRANT,SERGEY KHANDOZHKO,KO/TKO,2,255,Welterweight Bout,fight,0,0,38.0,39.0,100.0,100.0,0,0,0,0,20.0,48,83.0,71,11.0,26.0,4.0,2.0,90.0,95.0,4,0,4,4.0,11.0,6.0,0.0,185.42,83.91,3.29,36.0,2.66,60.0,0.61,87.5,66.0,0.0,28.0,6.0,0.0,185.42,3.41,41.0,2.37,60.0,0.76,28.0,61.0,0.0,Blue,42.0,49.0,47.0,49.0,1,1,1.0,1,5,13,2.0,1.0,2,0,2,2.0,40.0,32.0,0,0
1308,TYSON PEDRO,IKE VILLANUEVA,KO/TKO,1,295,Light Heavyweight Bout,No bonus,0,0,75.0,18.0,0.0,0.0,0,0,0,0,0.0,0,45.0,50,22.0,25.0,31.0,25.0,86.0,100.0,4,0,9,0.0,10.0,4.0,0.0,190.5,92.99,3.11,61.0,2.53,54.0,0.94,36.0,52.0,0.9,18.0,13.0,0.0,185.42,3.66,38.0,7.24,36.0,0.6,50.0,100.0,0.0,Red,22.0,4.0,22.0,4.0,0,0,0.0,0,5,1,7.0,1.0,1,0,2,0.0,33.0,40.0,0,0
1309,AORIQILENG,CAMERON ELSE,KO/TKO,1,168,Bantamweight Bout,No bonus,0,0,57.0,50.0,100.0,0.0,0,0,0,0,94.0,13,75.0,83,18.0,0.0,5.0,16.0,27.0,83.0,5,0,50,16.0,25.0,10.0,0.0,170.18,61.23,5.31,50.0,5.56,50.0,1.64,46.0,58.0,0.0,10.0,6.0,0.0,175.26,1.99,40.0,7.385000000000002,51.0,0.0,0.0,5.0,0.0,Red,37.0,6.0,49.0,7.0,1,1,0.0,0,7,0,2.0,1.0,2,0,15,1.0,31.0,37.0,0,0
1310,PRESTON PARSONS,EVAN ELDER,Decision - Unanimous,3,300,Welterweight Bout,No bonus,0,0,66.0,45.0,66.0,0.0,0,0,0,0,468.0,107,80.0,44,12.0,40.0,8.0,14.0,44.0,96.0,9,3,46,0.0,10.0,4.0,0.0,180.34,77.11,4.14,56.0,3.76,49.0,3.11,33.0,100.0,2.0,8.0,2.0,0.0,177.8,4.75,48.0,5.0,57.0,0.74,22.0,28.0,0.4,Red,75.0,27.0,121.0,34.0,4,6,0.0,2,9,11,6.0,4.0,7,1,15,0.0,29.0,27.0,0,0
1311,MARCIN PRACHNIO,PHILIPE LINS,Decision - Unanimous,3,300,Light Heavyweight Bout,No bonus,0,0,63.0,58.0,0.0,36.0,0,0,0,0,113.0,328,17.0,56,58.5,31.0,22.0,12.0,63.0,81.0,35,14,1,4.0,16.0,7.0,0.0,190.5,92.99,5.39,55.0,3.25,53.0,0.0,0.0,54.0,0.0,17.0,5.0,0.0,187.96,3.59,46.0,3.73,44.0,1.55,35.0,100.0,0.0,Blue,74.0,64.0,116.0,96.0,0,1,2.5,10,33,20,17.0,8.0,15,9,1,3.0,36.0,39.0,0,0
1312,DEAN BARRY,MIKE JACKSON,DQ,1,232,Welterweight Bout,No bonus,0,0,40.0,48.0,0.0,0.0,0,0,0,0,15.0,9,69.0,72,27.0,5.0,2.0,22.0,72.0,100.0,22,0,5,0.0,4.0,2.0,0.0,177.8,77.11,7.450000000000001,40.0,4.66,51.0,0.0,0.0,100.0,0.0,1.0,2.0,0.0,187.96,4.49,57.0,3.73,62.0,0.71,33.0,88.0,0.0,Blue,36.0,18.0,39.0,18.0,0,0,0.0,1,10,1,1.0,4.0,8,0,2,0.0,32.0,39.0,0,0
1313,VICENTE LUQUE,BELAL MUHAMMAD,Decision - Unanimous,5,300,Welterweight Bout,No bonus,0,0,45.0,38.0,0.0,50.0,0,0,0,0,33.0,413,64.0,85,7.0,13.0,28.0,1.0,95.0,93.0,2,5,2,1.0,22.0,9.0,0.0,180.34,77.11,5.17,52.0,5.15,52.0,1.04,60.0,62.0,0.7,23.0,3.0,0.0,180.34,4.55,43.0,3.64,57.0,1.98,35.0,93.0,0.2,Blue,84.0,60.0,102.0,136.0,0,0,2.5,10,6,8,23.5,1.0,2,3,2,1.0,33.0,36.0,0,0
1314,CAIO BORRALHO,GADZHI OMARGADZHIEV,Decision - Unanimous,3,236,Middleweight Bout,No bonus,0,0,63.0,31.0,100.0,50.0,0,0,0,0,527.5,22,74.0,50,12.0,41.0,12.0,8.0,35.0,66.0,3,16,50,16.0,15.0,1.0,0.0,177.8,83.91,2.73,58.0,1.98,60.0,2.16,63.0,57.0,0.5,13.0,2.0,0.0,185.42,1.8,39.0,2.2,39.0,1.35,30.0,60.0,0.5,Red,31.0,12.0,63.0,61.0,1,1,1.0,2,4,5,4.0,1.0,1,2,15,2.0,32.0,31.0,0,0
1315,MIGUEL BAEZA,ANDRE FIALHO,KO/TKO,1,279,Welterweight Bout,perf,0,0,41.0,57.0,0.0,0.0,0,0,0,0,0.0,3,62.0,59,16.0,15.0,20.0,25.0,100.0,78.0,0,15,0,6.0,10.0,3.0,0.0,187.96,77.11,4.88,49.0,5.1,53.0,0.44,28.0,100.0,1.8,16.0,8.0,0.0,182.88,3.3,41.0,6.26,45.0,0.25,93.5,66.0,0.0,Blue,24.0,32.0,24.0,32.0,0,0,0.0,0,4,5,5.0,8.0,0,5,0,2.0,32.0,30.0,0,0
1316,MAYRA BUENO SILVA,WU YANAN,Decision - Unanimous,3,300,Women's Bantamweight Bout,fight,0,0,57.0,28.0,0.0,100.0,0,0,0,0,49.0,135,56.0,59,20.0,25.0,22.0,14.0,91.0,87.0,3,4,4,8.0,10.0,2.0,0.0,167.64,61.23,4.16,54.0,4.71,57.0,0.35,50.0,68.0,1.6,13.0,6.0,0.0,172.72,4.23,41.0,4.95,49.0,0.62,30.0,63.0,0.2,Red,87.0,62.0,88.0,75.0,0,1,1.0,1,18,16,20.0,9.0,3,3,4,5.0,33.0,28.0,0,0
1317,PAT SABATINI,TJ LARAMIE,Decision - Unanimous,3,300,Featherweight Bout,No bonus,0,0,57.0,48.0,60.0,25.0,0,0,0,0,479.0,247,80.0,60,13.0,13.0,5.0,26.0,36.0,80.0,2,0,50,20.0,18.0,5.0,0.0,172.72,65.77,2.02,59.0,1.54,49.0,3.73,42.0,50.0,1.9,12.0,5.0,0.0,167.64,1.49,50.0,2.64,38.0,1.44,33.0,40.0,0.0,Red,36.0,15.0,124.0,22.0,5,10,1.0,4,5,2,2.0,4.0,1,0,15,3.0,34.0,27.0,0,0
1318,MOUNIR LAZZEZ,ANGE LOOSA,Decision - Unanimous,3,300,Welterweight Bout,No bonus,0,0,54.0,41.0,0.0,0.0,0,0,0,0,62.0,8,69.0,38,16.0,15.0,14.0,45.0,97.0,100.0,2,0,0,0.0,11.0,3.0,0.0,185.42,77.11,7.450000000000001,55.0,5.42,53.0,1.8,57.0,71.0,0.0,10.0,3.0,0.0,177.8,6.32,46.0,6.88,51.0,2.25,45.0,100.0,0.2,Red,138.625,88.0,141.0,91.0,0,2,0.0,2,23,14,20.0,23.5,3,0,0,0.0,37.0,31.0,0,0
1319,DEVIN CLARK,WILLIAM KNIGHT,KO/TKO,3,201,Heavyweight Bout,No bonus,0,0,72.0,51.0,40.0,100.0,0,0,0,0,346.0,129,55.0,52,14.0,14.0,29.0,33.0,73.0,76.0,11,23,14,0.0,14.0,8.0,0.0,182.88,92.99,2.99,55.0,2.95,43.0,2.35,33.0,60.0,0.1,11.0,5.0,0.0,177.8,2.62,56.0,3.3,35.0,1.78,40.0,48.0,0.4,Red,34.0,21.0,125.0,39.0,2,5,1.0,1,5,3,10.0,7.0,4,5,5,0.0,34.0,36.0,0,0
1320,LINA LANSBERG,PANNIE KIANZAD,Decision - Unanimous,3,300,Women's Bantamweight Bout,No bonus,0,0,44.0,48.0,0.0,100.0,0,0,0,0,143.0,271,76.0,75,20.0,20.0,2.0,3.0,79.0,75.0,20,24,0,0.0,10.0,8.0,0.0,170.18,61.23,2.69,55.0,3.87,44.0,0.52,27.0,47.0,0.1,17.0,7.0,0.0,170.18,4.87,49.0,3.75,53.0,0.35,30.0,71.0,0.1,Blue,39.0,78.0,64.0,109.0,0,3,1.0,1,8,16,1.0,3.0,8,15,0,0.0,42.0,33.0,0,0
1321,DRAKKAR KLOSE,BRANDON JENKINS,KO/TKO,2,33,Lightweight Bout,perf,0,0,70.0,47.0,66.0,0.0,0,0,0,0,115.0,10,72.0,22,21.0,16.0,6.0,57.5,35.0,77.0,35,22,14,0.0,14.0,2.0,0.0,175.26,70.31,4.33,55.0,3.4,52.0,1.78,30.0,68.0,0.0,15.0,9.0,0.0,182.88,2.93,41.0,7.385000000000002,33.0,0.0,0.0,27.0,0.0,Red,76.0,18.0,77.0,28.0,2,3,0.0,0,16,3,5.0,11.0,15,4,11,0.0,36.0,33.0,0,0
1322,RAFA GARCIA,JESSE RONSON,Submission,2,290,Lightweight Bout,No bonus,0,0,43.0,40.0,75.0,0.0,0,0,0,0,277.0,2,88.0,52,8.0,24.0,2.0,24.0,74.0,100.0,2,0,22,0.0,16.0,3.0,0.0,170.18,70.31,4.19,42.0,4.21,61.0,3.61,44.0,79.0,0.3,21.0,12.0,0.0,177.8,3.54,47.0,3.39,57.0,0.46,28.0,57.0,0.5,Red,35.0,25.0,73.0,28.0,3,4,0.0,1,3,6,1.0,6.0,1,0,8,0.0,30.0,39.0,0,0
1323,CHRIS BARNETT,MARTIN BUDAY,Decision - Unanimous,3,98,Heavyweight Bout,No bonus,0,0,44.0,67.0,0.0,0.0,0,0,0,0,17.0,413,52.0,53,26.0,44.0,21.0,1.0,69.0,41.0,30,35,0,7.0,23.0,8.0,0.0,175.26,117.92999999999999,4.41,48.0,5.87,40.0,0.0,0.0,33.0,0.0,13.0,1.0,0.0,193.04,5.62,52.0,5.4,55.0,0.3,50.0,100.0,0.3,Blue,23.0,56.0,44.0,131.0,0,0,0.0,0,6,25,5.0,1.0,7,15,0,4.0,38.0,33.0,0,0
1324,JORDAN LEAVITT,TREY OGDEN,Decision - Split,3,300,Lightweight Bout,No bonus,0,0,65.0,45.0,0.0,25.0,0,0,0,0,317.0,122,8.0,24,15.0,53.5,56.5,19.0,100.0,92.0,0,2,0,4.0,11.0,3.0,0.0,175.26,70.31,2.55,61.0,1.84,57.0,2.19,25.0,30.0,1.1,16.0,6.0,0.0,180.34,3.64,47.0,4.02,58.0,1.29,16.0,100.0,0.8,Red,69.0,41.0,124.0,130.0,0,3,1.0,4,11,23,23.5,8.0,0,1,0,2.0,29.0,35.0,0,0
1325,ISTELA NUNES,SAM HUGHES,Decision - Majority,3,300,Women's Strawweight Bout,No bonus,0,0,39.0,41.0,0.0,40.0,0,0,0,0,0.0,206,58.0,88,29.0,11.0,12.0,0.0,93.0,77.0,5,5,1,17.0,6.0,5.0,0.0,162.56,52.16,5.02,45.0,4.84,60.0,0.0,0.0,50.0,0.0,8.0,5.0,0.0,165.1,3.79,46.0,4.23,54.0,1.12,41.0,57.0,0.0,Blue,89.0,76.0,90.0,151.0,0,0,2.0,5,26,9,11.0,0.0,5,4,1,8.125,32.0,32.0,0,0
1326,ALATENGHEILI,KEVIN CROOM,KO/TKO,1,47,Bantamweight Bout,No bonus,0,0,52.0,16.0,0.0,0.0,0,0,0,0,1.0,0,100.0,0,0.0,50.0,0.0,50.0,88.0,100.0,0,0,11,0.0,16.0,9.0,0.0,165.1,61.23,2.88,33.0,5.03,58.0,1.82,40.0,72.0,0.0,21.0,13.0,0.0,180.34,2.65,34.0,3.1,41.0,0.48,5.0,30.0,0.5,Red,9.0,2.0,9.0,2.0,0,0,0.0,0,0,1,0.0,1.0,0,0,1,0.0,33.0,37.0,0,0
1327,ALEXANDER VOLKANOVSKI,CHAN SUNG JUNG,KO/TKO,4,45,UFC Featherweight Title Bout,belt,0,0,64.0,38.0,50.0,0.0,0,0,0,0,172.0,0,73.0,64,7.0,18.0,18.0,16.0,84.0,91.0,7,8,8,0.0,26.0,3.0,0.0,167.64,65.77,6.19,57.0,3.42,58.0,1.84,37.0,70.0,0.2,17.0,8.0,0.0,170.18,3.93,41.0,4.52,52.0,0.7,44.0,72.0,0.6,Red,138.0,48.0,152.0,51.0,4,8,0.0,0,10,9,23.5,8.0,10,4,12,0.0,36.0,37.0,0,0
1328,ALJAMAIN STERLING,PETR YAN,Decision - Split,5,300,UFC Bantamweight Title Bout,belt,0,0,56.0,61.0,9.0,0.0,0,0,0,0,511.0,352,46.0,50,41.0,26.0,11.0,22.0,67.0,73.0,8,12,24,14.0,23.0,4.0,0.0,170.18,61.23,4.73,52.0,2.41,58.0,1.97,24.0,45.0,0.8,16.0,5.0,0.0,170.18,5.03,53.0,4.26,59.0,1.71,52.0,85.0,0.1,Red,62.0,63.0,91.0,139.0,2,10,0.0,0,26,17,7.0,14.0,5,8,15,8.125,35.0,31.0,0,0
1329,GILBERT BURNS,KHAMZAT CHIMAEV,Decision - Unanimous,3,300,Welterweight Bout,fight,0,0,59.0,48.0,0.0,66.0,0,0,0,0,6.0,143,74.0,77,18.0,12.0,6.0,9.0,83.0,80.0,7,10,9,9.0,22.0,6.0,0.0,177.8,77.11,3.36,48.0,3.34,54.0,1.95,35.0,47.0,0.5,13.0,0.0,0.0,187.96,5.72,58.0,3.46,42.0,3.99,46.0,100.0,1.7499999999999998,Blue,119.0,108.0,141.0,124.0,0,5,2.0,3,22,14,8.0,10.0,9,11,11,8.125,38.0,30.0,0,0
1330,MACKENZIE DERN,TECIA PENNINGTON,Decision - Split,3,300,Women's Strawweight Bout,No bonus,0,0,32.0,61.0,0.0,0.0,0,0,0,0,144.0,174,84.0,25,12.0,32.0,4.0,42.0,92.0,98.0,6,0,2,1.0,13.0,4.0,0.0,162.56,52.16,3.49,40.0,4.21,51.0,0.77,14.0,40.0,1.4,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,Red,50.0,76.0,58.0,78.0,0,5,0.0,2,6,25,2.0,23.5,3,0,1,1.0,31.0,32.94502369668246,1,0
1331,VINC PICHEL,MARK MADSEN,Decision - Unanimous,3,300,Lightweight Bout,No bonus,0,0,55.0,44.0,50.0,100.0,0,0,0,0,48.0,310,47.0,69,30.0,2.0,22.0,28.0,77.0,82.0,14,7,7,10.0,14.0,3.0,0.0,177.8,70.31,3.56,47.0,2.5,58.0,3.0,54.0,23.0,0.2,12.0,2.0,0.0,172.72,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,Blue,68.0,39.0,88.0,57.0,1,2,2.5,3,21,1,15.0,11.0,10,3,5,4.0,42.0,40.0,0,0
1332,IAN MACHADO GARRY,DARIAN WEEKS,Decision - Unanimous,3,300,Welterweight Bout,No bonus,0,0,51.0,51.0,0.0,33.0,0,0,0,0,39.0,172,63.0,42,16.0,20.0,20.0,37.0,93.0,82.0,6,17,0,0.0,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,5.0,3.0,0.0,180.34,4.49,51.0,4.56,51.0,2.0,30.0,100.0,0.0,Red,74.0,40.0,80.0,60.0,0,0,1.0,3,12,8,15.0,15.0,5,7,0,0.0,33.566162570888466,31.0,0,1
