,red_fighter_name,blue_fighter_name,method,round,time,bout_type,bonus,red_fighter_KD,blue_fighter_KD,red_fighter_sig_str_pct,blue_fighter_sig_str_pct,red_fighter_TD_pct,blue_fighter_TD_pct,red_fighter_sub_att,blue_fighter_sub_att,red_fighter_rev,blue_fighter_rev,red_fighter_ctrl,blue_fighter_ctrl,red_fighter_sig_str_head_pct,blue_fighter_sig_str_head_pct,red_fighter_sig_str_body_pct,blue_fighter_sig_str_body_pct,red_fighter_sig_str_leg_pct,blue_fighter_sig_str_leg_pct,red_fighter_sig_str_distance_pct,blue_fighter_sig_str_distance_pct,red_fighter_sig_str_clinch_pct,blue_fighter_sig_str_clinch_pct,red_fighter_sig_str_ground_pct,blue_fighter_sig_str_ground_pct,red_wins,red_losses,red_draws,red_height_cm,red_weight_in_kg,red_significant_strikes_landed_per_minute,red_significant_striking_accuracy,red_significant_strikes_absorbed_per_minute,red_significant_strike_defence,red_average_takedowns_landed_per_15_minutes,red_takedown_accuracy,red_takedown_defense,red_average_submissions_attempted_per_15_minutes,blue_wins,blue_losses,blue_draws,blue_height_cm,blue_significant_strikes_landed_per_minute,blue_significant_striking_accuracy,blue_significant_strikes_absorbed_per_minute,blue_significant_strike_defence,blue_average_takedowns_landed_per_15_minutes,blue_takedown_accuracy,blue_takedown_defense,blue_average_submissions_attempted_per_15_minutes,who_wins,red_fighter_sig_str_landed,blue_fighter_sig_str_landed,red_fighter_total_str_landed,blue_fighter_total_str_landed,red_fighter_TD_landed,red_fighter_TD_attempted,blue_fighter_TD_landed,blue_fighter_TD_attempted,red_fighter_sig_str_body_landed,blue_fighter_sig_str_body_landed,red_fighter_sig_str_leg_landed,blue_fighter_sig_str_leg_landed,red_fighter_sig_str_clinch_landed,blue_fighter_sig_str_clinch_landed,red_fighter_sig_str_ground_landed,blue_fighter_sig_str_ground_landed,red_fighter_age,blue_fighter_age,blue_fighter_stats_missing,red_fighter_stats_missing
458,ANTHONY SMITH,KHALIL ROUNTREE JR.,KO/TKO,3,56,Light Heavyweight Bout,perf,0,0,55.0,46.0,0.0,0.0,0,0,0,0,11.0,58,57.0,62,29.0,26.0,12.0,11.0,97.0,96.0,2,1,0,1.0,33.5,15.5,0.0,193.04,92.99,3.16,48.0,4.45,46.0,0.52,28.0,48.0,0.7,13.0,5.0,0.0,185.42,3.73,38.0,4.16,50.0,0.0,0.0,56.0,0.1,Blue,47.0,53.0,52.0,56.0,0,2,0.0,0,14,14,6.0,6.0,1,1,0,1.0,36.0,34.0,0,0
459,NASRAT HAQPARAST,JAMIE MULLARKEY,KO/TKO,1,104,Lightweight Bout,perf,0,0,55.0,34.0,0.0,0.0,0,0,0,0,5.0,0,87.0,37,12.0,25.0,0.0,37.0,25.0,100.0,35,0,37,0.0,15.0,5.0,0.0,177.8,70.31,5.73,44.0,5.26,64.0,0.32,20.0,78.0,0.0,17.0,6.0,0.0,182.88,4.46,47.0,4.41,54.0,2.46,34.0,76.0,0.1,Red,16.0,8.0,18.0,8.0,0,0,0.0,0,2,2,0.0,3.0,6,0,6,0.0,29.0,30.0,0,0
460,TIM ELLIOTT,SUMUDAERJI,Submission,1,242,Bantamweight Bout,perf,0,0,47.0,40.0,33.0,0.0,0,0,0,0,125.0,0,60.0,60,0.0,30.0,40.0,10.0,80.0,100.0,20,0,0,0.0,20.0,13.0,0.0,170.18,56.7,3.41,44.0,2.67,56.0,3.73,47.0,59.0,1.0,16.0,5.0,0.0,172.72,4.83,54.0,2.75,62.0,0.32,93.5,66.0,0.6,Red,10.0,10.0,26.0,10.0,1,3,0.0,0,0,3,4.0,1.0,2,0,0,0.0,38.0,29.0,0,0
461,JUNYONG PARK,ANDRE MUNIZ,Decision - Split,3,300,Middleweight Bout,No bonus,0,0,45.0,46.0,0.0,78.0,0,0,0,0,178.0,413,77.0,71,11.0,21.0,11.0,7.0,40.0,92.0,0,0,50,7.0,17.0,5.0,0.0,177.8,83.91,4.94,51.0,3.66,53.0,2.1,50.0,69.0,1.2,23.0,6.0,0.0,185.42,2.17,50.0,2.03,53.0,2.97,40.0,35.0,1.5,Blue,27.0,14.0,52.0,35.0,0,0,2.5,10,3,3,3.0,1.0,0,0,15,1.0,33.0,34.0,0,0
462,SONG KENAN,KEVIN JOUSSET,Decision - Unanimous,3,300,Welterweight Bout,No bonus,0,0,39.0,57.0,0.0,50.0,0,0,0,0,0.0,86,69.0,58,12.0,11.0,17.0,30.0,88.0,90.0,11,9,0,0.0,20.0,7.0,0.0,182.88,77.11,4.4,47.0,5.86,52.0,0.41,66.0,62.0,0.0,9.0,2.0,0.0,187.96,6.02,50.0,7.385000000000002,33.0,3.11,93.5,5.0,1.7499999999999998,Blue,62.0,134.0,88.0,158.0,0,1,1.0,2,8,15,11.0,23.5,7,13,0,0.0,34.0,31.0,0,0
463,HYUNSUNG PARK,SHANNON ROSS,KO/TKO,2,239,Flyweight Bout,perf,0,0,40.0,40.0,0.0,0.0,0,0,0,0,201.0,0,66.0,53,22.0,19.0,12.0,27.0,72.0,97.0,12,2,16,0.0,8.0,0.0,0.0,170.18,56.7,3.51,48.0,2.62,59.0,2.23,30.0,100.0,2.0,13.0,8.0,0.0,167.64,6.58,38.0,7.385000000000002,52.0,0.0,0.0,100.0,0.0,Red,50.0,47.0,65.0,61.0,0,1,0.0,0,11,9,6.0,13.0,6,1,8,0.0,29.0,35.0,0,0
464,STEVE GARCIA,MELQUIZAEL COSTA,KO/TKO,2,61,Lightweight Bout,No bonus,0,0,59.0,60.0,0.0,20.0,0,0,0,0,46.0,281,89.0,16,6.0,33.0,3.0,50.0,13.0,33.0,10,35,50,0.0,14.0,5.0,0.0,182.88,70.31,4.85,56.0,2.61,46.0,1.51,44.0,94.0,0.4,20.0,6.0,0.0,177.8,5.11,45.0,2.53,64.0,1.87,37.0,42.0,0.6,Red,29.0,6.0,41.0,20.0,0,0,2.0,10,2,2,1.0,3.0,3,4,15,0.0,32.0,28.0,0,0
465,LUANA SANTOS,STEPHANIE EGGER,Decision - Unanimous,3,300,Women's Bantamweight Bout,No bonus,0,0,50.0,38.0,50.0,100.0,0,0,0,0,464.0,66,37.0,70,41.0,29.0,20.0,0.0,94.0,65.0,5,34,0,0.0,6.0,1.0,0.0,167.64,61.23,7.450000000000001,60.0,6.52,68.0,0.0,0.0,100.0,0.0,8.0,4.0,0.0,167.64,1.93,53.0,2.08,53.0,3.04,40.0,50.0,0.8,Red,53.0,44.0,97.0,112.0,2,4,1.0,1,22,13,11.0,0.0,3,15,0,0.0,24.0,36.0,0,0
466,TATSURO TAIRA,CARLOS HERNANDEZ,KO/TKO,2,55,Flyweight Bout,No bonus,0,0,76.0,50.0,0.0,0.0,0,0,0,0,216.0,53,90.0,100,3.0,0.0,6.0,0.0,21.0,100.0,0,0,50,0.0,14.0,0.0,0.0,170.18,56.7,3.23,67.0,1.26,47.0,2.41,41.0,60.0,2.0,9.0,2.0,0.0,172.72,5.51,46.0,4.41,49.0,1.24,16.0,65.0,0.3,Red,33.0,2.0,44.0,2.0,0,0,0.0,2,1,0,2.0,0.0,0,0,15,0.0,24.0,31.0,0,0
467,RAYANNE DOS SANTOS,TALITA ALENCAR,Decision - Split,3,300,Women's Strawweight Bout,No bonus,0,0,43.0,22.0,0.0,11.0,0,0,0,0,14.0,164,71.0,58,19.0,33.0,8.0,8.0,78.0,58.0,19,22,1,19.0,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,4.0,0.0,0.0,154.94,2.33,38.0,5.8,42.0,4.0,16.0,5.0,0.0,Blue,57.0,36.0,80.0,48.0,0,1,1.0,9,11,12,5.0,3.0,11,8,1,7.0,33.566162570888466,34.0,0,1
468,BENEIL DARIUSH,ARMAN TSARUKYAN,KO/TKO,1,64,Lightweight Bout,perf,0,0,25.0,53.0,0.0,0.0,0,0,0,0,0.0,3,3.5,100,0.0,0.0,56.5,0.0,100.0,50.0,0,25,0,25.0,22.0,6.0,0.0,177.8,70.31,3.78,48.0,2.65,57.0,1.9,34.0,80.0,0.9,21.0,3.0,0.0,170.18,3.85,48.0,1.91,54.0,3.4,36.0,75.0,0.0,Blue,2.0,8.0,2.0,8.0,0,0,0.0,0,0,0,2.0,0.0,0,2,0,2.0,35.0,28.0,0,0
469,JALIN TURNER,KING GREEN,KO/TKO,1,169,Lightweight Bout,perf,0,0,55.0,57.0,0.0,0.0,0,0,0,0,12.0,2,78.0,33,6.0,20.0,15.0,46.0,54.0,93.0,0,6,45,0.0,14.0,7.0,0.0,190.5,70.31,6.02,48.0,4.63,41.0,0.88,55.0,75.0,1.2,0.0,0.0,0.0,176.98700757575756,0.10000000000000009,27.0,0.30499999999999927,31.625,0.0,0.0,5.0,0.0,Red,33.0,15.0,33.0,15.0,0,0,0.0,0,2,3,5.0,7.0,0,1,15,0.0,29.0,32.94502369668246,1,0
470,ROB FONT,DEIVESON FIGUEIREDO,Decision - Unanimous,3,300,Bantamweight Bout,No bonus,0,0,48.0,60.0,0.0,57.0,0,0,0,0,22.0,242,84.0,77,10.0,15.0,4.0,6.0,95.0,73.0,4,13,0,13.0,20.0,8.0,0.0,172.72,61.23,5.53,45.0,3.65,56.0,0.89,35.0,46.0,0.3,22.0,3.0,0.0,165.1,3.08,55.0,3.46,51.0,1.65,44.0,58.0,1.6,Blue,46.0,45.0,48.0,53.0,0,2,2.5,7,5,7,2.0,3.0,2,6,0,6.0,37.0,37.0,0,0
471,SEAN BRADY,KELVIN GASTELUM,Submission,3,103,Welterweight Bout,perf,0,0,58.0,56.0,100.0,0.0,0,0,0,0,527.5,19,57.0,38,7.0,38.0,35.0,22.0,50.0,72.0,7,22,42,5.0,16.0,1.0,0.0,177.8,77.11,3.77,53.0,3.55,61.0,3.29,57.0,87.0,1.2,18.0,9.0,0.0,175.26,3.55,41.0,3.23,58.0,0.96,30.0,59.0,0.1,Red,14.0,18.0,97.0,21.0,5,5,0.0,0,1,7,5.0,4.0,1,4,6,1.0,32.0,33.0,0,0
472,CLAY GUIDA,JOAQUIM SILVA,Decision - Unanimous,3,300,Lightweight Bout,No bonus,0,0,32.0,50.0,18.0,66.0,0,0,0,0,263.0,155,44.0,71,32.0,19.0,23.0,8.0,83.0,60.0,16,32,0,6.0,33.5,15.5,0.0,170.18,70.31,2.64,33.0,3.01,61.0,3.13,36.0,67.0,0.6,13.0,5.0,0.0,172.72,3.61,41.0,4.51,54.0,0.45,60.0,64.0,0.7,Blue,43.0,46.0,63.0,85.0,2,10,2.0,3,14,9,10.0,4.0,7,15,0,3.0,43.0,35.0,0,0
473,PUNAHELE SORIANO,DUSTIN STOLTZFUS,Submission,2,250,Middleweight Bout,perf,0,0,42.0,52.0,0.0,57.0,0,0,0,0,0.0,132,58.0,37,29.0,35.0,12.0,26.0,96.0,93.0,3,6,0,0.0,9.0,4.0,0.0,180.34,83.91,3.96,45.0,4.55,48.0,0.79,40.0,33.0,0.0,15.0,5.0,0.0,182.88,3.49,44.0,3.29,48.0,2.4,40.0,46.0,0.7,Blue,31.0,64.0,33.0,78.0,0,0,2.5,7,9,23,4.0,17.0,1,4,0,0.0,32.0,33.0,0,0
474,MIESHA TATE,JULIA AVILA,Submission,3,75,Women's Bantamweight Bout,perf,0,0,85.0,27.0,80.0,0.0,0,0,0,0,527.5,0,96.0,100,3.0,0.0,0.0,0.0,15.0,100.0,0,0,50,0.0,20.0,9.0,0.0,167.64,61.23,2.62,45.0,2.98,51.0,2.02,31.0,55.0,1.3,9.0,3.0,0.0,170.18,2.59,43.0,2.86,50.0,0.54,33.0,50.0,0.3,Red,32.0,3.0,127.0,11.0,4,5,0.0,0,1,0,0.0,0.0,0,0,15,0.0,38.0,36.0,0,0
475,ZACHARY REESE,CODY BRUNDAGE,KO/TKO,1,109,Middleweight Bout,perf,0,0,80.0,75.0,0.0,100.0,0,0,0,0,0.0,85,75.0,77,0.0,11.0,25.0,11.0,25.0,44.0,25,0,50,27.5,0.0,0.0,0.0,177.19260869565218,72.48493629070317,0.6499999999999999,27.0,0.5350000000000006,35.5,0.0,0.0,12.5,0.0,10.0,5.0,0.0,182.88,1.8,55.0,2.51,43.0,2.69,52.0,73.0,1.1,Blue,4.0,9.0,10.0,12.0,0,0,1.0,1,0,1,1.0,1.0,1,0,2,5.0,33.566162570888466,30.0,0,1
476,DRAKKAR KLOSE,JOE SOLECKI,KO/TKO,1,101,Lightweight Bout,perf,0,0,85.0,83.0,0.0,50.0,0,0,0,0,40.0,53,50.0,100,0.0,0.0,50.0,0.0,50.0,100.0,0,0,50,0.0,14.0,2.0,0.0,175.26,70.31,4.33,55.0,3.4,52.0,1.78,30.0,68.0,0.0,13.0,4.0,0.0,175.26,2.21,56.0,1.53,52.0,2.65,50.0,50.0,1.5,Red,2.0,1.0,8.0,9.0,0,0,1.0,2,0,0,1.0,0.0,0,0,1,0.0,36.0,31.0,0,0
477,RODOLFO BELLATO,IHOR POTIERIA,KO/TKO,2,257,Light Heavyweight Bout,fight,0,0,61.0,57.0,25.0,0.0,0,0,0,0,169.0,101,87.0,79,11.0,12.0,1.0,8.0,22.0,52.0,13,16,50,27.5,12.0,2.0,0.0,190.5,92.99,6.47,61.0,5.9,44.0,1.09,25.0,100.0,0.5,19.0,5.0,0.0,190.5,5.59,56.0,6.56,41.0,0.0,0.0,57.0,0.0,Red,80.0,73.0,99.0,92.0,1,4,0.0,0,9,9,1.0,6.0,11,12,15,8.125,28.0,28.0,0,0
478,WELLINGTON TURMAN,JARED GOODEN,Submission,2,71,Welterweight Bout,perf,0,0,64.0,63.0,100.0,100.0,0,0,0,0,100.0,31,72.0,62,5.0,26.0,21.0,11.0,86.0,81.0,5,1,8,16.0,18.0,8.0,0.0,182.88,77.11,3.23,51.0,4.17,45.0,1.55,20.0,42.0,0.8,23.0,9.0,0.0,182.88,5.08,49.0,6.68,48.0,0.67,93.5,65.0,0.2,Blue,37.0,53.0,46.0,62.0,1,1,1.0,1,2,14,8.0,6.0,2,1,3,8.125,28.0,31.0,0,0
479,VERONICA HARDY,JAMEY-LYN HORTH,Decision - Split,3,300,Women's Flyweight Bout,No bonus,0,0,42.0,49.0,50.0,33.0,0,0,0,0,94.0,239,67.0,37,25.0,46.0,6.0,16.0,69.0,53.0,30,35,0,0.0,8.0,4.0,0.0,162.56,56.7,3.27,45.0,4.1,46.0,1.27,41.0,57.0,0.4,6.0,1.0,0.0,170.18,3.97,62.0,3.53,57.0,0.5,25.0,70.0,0.0,Red,43.0,43.0,61.0,74.0,1,2,1.0,3,11,20,3.0,7.0,13,15,0,0.0,29.0,34.0,0,0
480,BRENDAN ALLEN,PAUL CRAIG,Submission,3,38,Middleweight Bout,perf,0,0,74.0,42.0,100.0,0.0,0,0,0,0,478.0,34,81.0,50,9.0,16.0,9.0,33.0,37.0,100.0,3,0,50,0.0,23.0,5.0,0.0,187.96,83.91,3.87,54.0,3.6,46.0,1.36,47.0,58.0,1.7,17.0,7.0,0.0,190.5,2.42,46.0,2.86,45.0,1.76,22.0,37.0,1.6,Red,32.0,6.0,52.0,13.0,2,2,0.0,2,3,1,3.0,2.0,1,0,15,0.0,29.0,37.0,0,0
481,MICHAEL MORALES,JAKE MATTHEWS,Decision - Unanimous,3,300,Welterweight Bout,No bonus,0,0,40.0,38.0,0.0,0.0,0,0,0,0,7.0,3,53.0,57,14.0,29.0,32.0,12.0,95.0,94.0,4,5,0,0.0,16.0,0.0,0.0,182.88,77.11,5.28,46.0,3.6,52.0,1.24,41.0,91.0,0.0,19.0,7.0,0.0,180.34,3.3,45.0,2.56,60.0,1.59,40.0,62.0,0.6,Red,84.0,57.0,84.0,57.0,0,1,0.0,1,12,17,23.5,7.0,4,3,0,0.0,25.0,30.0,0,0
482,CHASE HOOPER,JORDAN LEAVITT,Submission,1,178,Lightweight Bout,No bonus,0,0,33.0,75.0,0.0,0.0,0,0,0,0,57.0,59,100.0,66,0.0,33.0,0.0,0.0,12.5,28.5,0,33,50,27.5,13.0,3.0,0.0,185.42,70.31,4.86,51.0,3.59,36.0,1.42,22.0,55.0,2.0,11.0,3.0,0.0,175.26,2.55,61.0,1.84,57.0,2.19,25.0,30.0,1.1,Red,1.0,3.0,13.0,5.0,0,0,0.0,2,0,1,0.0,0.0,0,1,1,2.0,25.0,29.0,0,0
483,PAYTON TALBOTT,NICK AGUIRRE,Submission,3,58,Bantamweight Bout,No bonus,0,0,52.0,41.0,0.0,20.0,0,0,0,0,205.0,346,78.0,80,14.0,20.0,7.0,0.0,42.0,100.0,0,0,50,0.0,7.0,0.0,0.0,177.8,61.23,6.66,51.0,3.12,51.0,0.0,0.0,88.0,0.6,7.0,2.0,0.0,175.26,0.73,33.0,2.89,45.0,1.16,20.0,33.0,0.6,Red,28.0,5.0,58.0,18.0,0,0,2.0,10,4,1,2.0,0.0,0,0,15,0.0,26.0,29.0,0,0
484,LUANA PINHEIRO,AMANDA RIBAS,KO/TKO,3,233,Women's Strawweight Bout,perf,0,0,47.0,38.0,16.0,0.0,0,0,0,0,71.0,30,65.0,65,20.0,9.0,14.0,25.0,92.0,93.0,7,3,0,3.0,11.0,2.0,0.0,157.48,52.16,3.89,41.0,4.38,62.0,2.36,40.0,66.0,0.3,12.0,4.0,0.0,160.02,4.92,42.0,3.33,63.0,1.99,51.0,87.0,0.8,Blue,55.0,87.0,56.0,96.0,1,6,0.0,1,11,8,8.0,22.0,4,3,0,3.0,32.0,31.0,0,0
485,UROS MEDIC,MYKTYBEK OROLBAI,Submission,2,252,Welterweight Bout,No bonus,0,0,51.0,40.0,0.0,70.0,0,0,0,0,2.0,413,71.0,75,28.0,0.0,0.0,25.0,35.0,37.0,35,12,7,27.5,9.0,2.0,0.0,185.42,77.11,5.64,60.0,3.18,58.0,0.4,87.5,46.0,0.0,12.0,1.0,0.0,177.8,0.87,40.0,1.52,48.0,4.55625,70.0,5.0,1.6,Blue,14.0,8.0,17.0,16.0,0,0,2.5,10,4,0,0.0,2.0,8,1,1,4.0,31.0,26.0,0,0
486,JONATHAN PEARCE,JOANDERSON BRITO,Submission,2,234,Featherweight Bout,perf,0,0,85.0,40.0,25.0,100.0,0,0,0,0,375.0,118,42.0,50,14.0,37.0,42.0,12.0,21.0,50.0,35,25,28,25.0,14.0,5.0,0.0,182.88,65.77,5.6,56.0,3.35,55.0,4.68625,53.0,56.0,0.8,16.0,3.0,0.0,172.72,3.32,51.0,2.62,47.0,3.4,75.0,50.0,0.8,Blue,14.0,8.0,81.0,33.0,1,4,1.0,1,2,3,6.0,1.0,7,2,4,2.0,32.0,29.0,0,0
487,CHAD ANHELIGER,JOSE JOHNSON,Submission,3,289,Bantamweight Bout,No bonus,0,0,36.0,58.0,50.0,50.0,0,0,0,0,378.0,260,53.0,66,23.0,23.0,23.0,9.0,73.0,39.0,15,15,11,27.5,12.0,7.0,0.0,167.64,61.23,3.07,42.0,3.55,51.0,1.03,36.0,47.0,0.8,16.0,8.0,0.0,182.88,2.8,60.0,1.73,55.0,0.62,50.0,36.0,0.6,Blue,26.0,63.0,47.0,141.0,4,8,1.0,2,6,15,6.0,6.0,4,10,3,8.125,38.0,29.0,0,0
488,CHRISTIAN LEROY DUNCAN,DENIS TIULIULIN,KO/TKO,2,264,Middleweight Bout,No bonus,0,0,74.0,42.0,0.0,0.0,0,0,0,0,291.0,0,67.0,63,12.0,20.0,20.0,16.0,70.0,86.0,24,13,4,0.0,9.0,1.0,0.0,187.96,83.91,5.06,59.0,4.68,47.0,0.0,0.0,50.0,0.0,10.0,9.0,0.0,185.42,4.5,41.0,6.15,36.0,0.0,0.0,73.0,0.0,Red,65.0,30.0,90.0,37.0,0,2,0.0,0,8,6,13.0,5.0,15,4,3,0.0,29.0,36.0,0,0
489,MICK PARKIN,CAIO MACHADO,Decision - Unanimous,3,300,Heavyweight Bout,No bonus,0,0,39.0,57.0,30.0,0.0,0,0,0,0,383.0,20,84.0,53,5.0,31.0,10.0,14.0,87.0,89.0,7,7,5,2.0,8.0,0.0,0.0,193.04,117.92999999999999,4.41,52.0,4.01,55.0,2.35,41.0,50.0,0.5,8.0,2.0,0.0,193.04,6.57,64.0,1.87,64.0,0.0,0.0,82.0,0.0,Red,39.0,76.0,69.0,103.0,3,10,0.0,1,2,24,4.0,11.0,3,6,2,2.0,29.0,30.0,0,0
490,JEKA SARAGIH,LUCAS ALEXANDER,KO/TKO,1,91,Featherweight Bout,perf,0,0,44.0,68.0,100.0,0.0,0,0,0,0,5.0,0,75.0,54,25.0,18.0,0.0,27.0,50.0,100.0,0,0,50,0.0,14.0,3.0,0.0,172.72,65.77,2.76,50.0,2.84,40.0,2.37,87.5,66.0,0.6,8.0,4.0,0.0,180.34,5.23,55.0,1.83,71.0,0.0,0.0,57.0,0.0,Red,4.0,11.0,4.0,11.0,1,1,0.0,1,1,2,0.0,3.0,0,0,2,0.0,30.0,29.0,0,0
491,LUCIE PUDILOVA,AILIN PEREZ,Decision - Unanimous,3,300,Women's Bantamweight Bout,No bonus,0,0,47.0,56.0,0.0,25.0,0,0,0,0,249.0,413,65.0,73,35.0,11.0,0.0,14.0,25.0,28.5,35,7,30,27.5,14.0,9.0,0.0,172.72,61.23,3.68,37.0,3.83,51.0,0.55,27.0,66.0,0.7,9.0,2.0,0.0,165.1,2.96,55.0,1.18,57.0,4.55625,50.0,75.0,0.0,Blue,20.0,42.0,41.0,123.0,0,0,2.0,8,7,5,0.0,6.0,9,3,6,8.125,30.0,30.0,0,0
492,CHARLES JOHNSON,RAFAEL ESTEVAM,Decision - Unanimous,3,300,Flyweight Bout,No bonus,0,0,66.0,41.0,0.0,13.0,0,0,0,0,43.0,413,52.0,55,37.0,33.0,9.0,11.0,73.0,61.0,25,16,1,22.0,13.0,6.0,0.0,175.26,56.7,4.34,55.0,3.27,54.0,0.19,14.0,62.0,0.2,12.0,0.0,0.0,172.72,2.94,64.0,3.35,34.0,3.35,19.0,5.0,0.7,Blue,72.0,18.0,116.0,35.0,0,0,2.5,10,27,6,7.0,2.0,15,3,1,4.0,34.0,28.0,0,0
493,JIRI PROCHAZKA,ALEX PEREIRA,KO/TKO,2,248,UFC Light Heavyweight Title Bout,belt,0,0,56.0,62.0,33.0,0.0,0,0,0,0,165.0,8,60.0,55,23.0,13.0,16.0,31.0,86.0,57.0,6,10,6,27.5,29.0,4.0,0.0,190.5,92.99,5.31,55.0,5.17,40.0,0.61,50.0,68.0,0.3,9.0,2.0,0.0,193.04,5.0,62.0,3.65,50.0,0.19,93.5,70.0,0.4,Blue,30.0,38.0,44.0,49.0,1,3,0.0,0,7,5,5.0,12.0,2,4,2,8.125,32.0,37.0,0,0
494,SERGEI PAVLOVICH,TOM ASPINALL,KO/TKO,1,69,UFC Interim Heavyweight Title Bout,belt,0,0,14.0,71.0,0.0,0.0,0,0,0,0,0.0,2,100.0,70,0.0,0.0,0.0,30.0,100.0,70.0,0,0,0,27.5,18.0,2.0,0.0,190.5,116.57,7.450000000000001,48.0,4.61,55.0,0.0,0.0,75.0,0.0,14.0,3.0,0.0,195.58,7.72,66.0,2.77,66.0,3.46,93.5,100.0,1.7,Blue,1.0,10.0,1.0,10.0,0,0,0.0,0,0,0,0.0,3.0,0,0,0,3.0,32.0,31.0,0,0
495,JESSICA ANDRADE,MACKENZIE DERN,KO/TKO,2,195,Women's Strawweight Bout,perf,0,0,49.0,42.0,0.0,0.0,0,0,0,0,13.0,0,50.0,77,13.0,12.0,35.0,10.0,81.0,95.0,11,4,7,0.0,25.0,12.0,0.0,154.94,52.16,6.67,50.0,5.36,54.0,2.45,54.0,72.0,0.4,13.0,4.0,0.0,162.56,3.49,40.0,4.21,51.0,0.77,14.0,40.0,1.4,Red,53.0,49.0,53.0,50.0,0,0,0.0,4,7,6,19.0,5.0,6,2,4,0.0,33.0,31.0,0,0
496,MATT FREVOLA,BENOIT SAINT DENIS,KO/TKO,1,91,Lightweight Bout,perf,0,0,55.0,54.0,100.0,0.0,0,0,0,0,25.0,19,40.0,50,58.5,16.0,0.0,33.0,80.0,66.0,20,0,0,27.5,11.0,4.0,0.0,175.26,70.31,3.71,42.0,3.57,59.0,2.59,40.0,42.0,0.9,13.0,1.0,0.0,180.34,5.53,52.0,5.2,44.0,4.55,36.0,66.0,1.4,Blue,5.0,6.0,7.0,10.0,2,2,0.0,0,3,1,0.0,2.0,1,0,0,2.0,34.0,29.0,0,0
497,DIEGO LOPES,PAT SABATINI,KO/TKO,1,90,Featherweight Bout,perf,0,0,72.0,58.0,0.0,0.0,0,0,0,0,2.0,0,84.0,42,15.0,42.0,0.0,14.0,30.0,71.0,23,14,46,14.0,23.0,6.0,0.0,180.34,65.77,2.47,53.0,4.91,37.0,0.0,0.0,42.0,2.0,18.0,5.0,0.0,172.72,2.02,59.0,1.54,49.0,3.73,42.0,50.0,1.7499999999999998,Red,13.0,7.0,13.0,10.0,0,1,0.0,2,2,3,0.0,1.0,3,1,6,1.0,30.0,34.0,0,0
498,STEVE ERCEG,ALESSANDRO COSTA,Decision - Unanimous,3,300,Flyweight Bout,No bonus,0,0,59.0,55.0,12.0,16.0,0,0,0,0,389.0,74,55.0,57,33.0,25.0,10.0,16.0,58.0,64.0,35,35,6,0.0,11.0,1.0,0.0,172.72,56.7,4.27,48.0,3.57,49.0,2.0,33.0,77.0,1.0,13.0,4.0,0.0,162.56,3.75,46.0,3.61,56.0,0.31,16.0,90.0,0.0,Red,74.0,54.0,104.0,85.0,1,8,1.0,6,25,14,8.0,9.0,15,15,5,0.0,29.0,28.0,0,0
499,TABATHA RICCI,LOOPY GODINEZ,Decision - Split,3,300,Women's Strawweight Bout,No bonus,0,0,37.0,44.0,0.0,0.0,0,0,0,0,82.0,3,80.0,82,9.0,15.0,9.0,2.0,92.0,86.0,4,11,2,2.0,9.0,2.0,0.0,154.94,52.16,4.41,37.0,4.86,59.0,3.39,41.0,71.0,0.2,12.0,3.0,0.0,157.48,4.31,49.0,3.76,62.0,3.39,46.0,86.0,1.1,Blue,84.0,98.0,91.0,101.0,0,6,0.0,1,8,15,8.0,2.0,4,11,2,2.0,29.0,31.0,0,0
500,MATEUSZ REBECKI,ROOSEVELT ROBERTS,Submission,1,188,Lightweight Bout,No bonus,0,0,62.0,28.0,100.0,0.0,0,0,0,0,134.0,13,70.0,50,0.0,0.0,30.0,50.0,30.0,100.0,0,0,50,0.0,18.0,1.0,0.0,170.18,70.31,5.31,53.0,2.01,63.0,4.16,72.0,66.0,1.6,12.0,5.0,0.0,187.96,3.05,44.0,3.12,52.0,1.39,29.0,52.0,0.9,Red,10.0,2.0,28.0,6.0,2,2,0.0,0,0,0,3.0,1.0,0,0,7,0.0,32.0,30.0,0,0
501,JARED GORDON,MARK MADSEN,KO/TKO,1,282,Lightweight Bout,No bonus,0,0,54.0,61.0,0.0,0.0,0,0,0,0,19.0,64,75.0,65,13.0,34.0,11.0,0.0,61.0,45.0,27,35,11,0.0,20.0,6.0,0.0,175.26,70.31,5.39,57.0,3.4,57.0,1.95,40.0,62.0,0.0,12.0,2.0,0.0,172.72,3.56,49.0,3.97,52.0,2.86,66.0,62.0,0.0,Red,36.0,35.0,54.0,46.0,0,0,0.0,0,5,12,4.0,0.0,10,15,4,0.0,36.0,40.0,0,0
